months_as_customer,age,policy_number,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
269,45,596298,IN,500,1330.46,0,435552,FEMALE,machine-op-inspct,wife,54800,-64100,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Hillsdale,2220 1st Lane,5,3,0,0,NO,24200,2200,4400,17600,Suburu,Forrestor,2008,N
275,40,253005,OH,2000,1190.6,0,434206,MALE,exec-managerial,unmarried,0,-45300,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,OH,Riverwood,4972 Francis Lane,17,1,1,3,YES,43230,7860,7860,27510,Chevrolet,Silverado,2001,N
265,45,985924,OH,500,972.5,0,469895,FEMALE,exec-managerial,unmarried,0,0,Vehicle Theft,?,Trivial Damage,None,NC,Springfield,6957 Weaver Drive,3,1,2,3,NO,3190,290,580,2320,Ford,Escape,1995,N
283,43,631565,IN,2000,1161.91,0,457722,FEMALE,adm-clerical,not-in-family,0,-50400,Parked Car,?,Minor Damage,None,WV,Northbrook,1512 Rock Lane,9,1,0,3,NO,5850,1300,650,3900,BMW,M5,2006,N
84,29,630998,OH,1000,1117.17,0,473645,FEMALE,machine-op-inspct,not-in-family,0,-29900,Parked Car,?,Trivial Damage,Police,SC,Arlington,3693 Pine Ave,6,1,2,0,YES,6820,620,1240,4960,BMW,3 Series,2005,N
247,44,926665,OH,2000,1101.51,0,619108,FEMALE,farming-fishing,not-in-family,64000,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Riverwood,9879 Apache Drive,22,3,2,2,NO,69480,11580,11580,46320,Chevrolet,Tahoe,2008,N
56,29,302669,IL,1000,1523.17,0,610479,MALE,prof-specialty,own-child,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Northbend,2494 Andromedia Drive,10,3,1,2,YES,94560,7880,15760,70920,Jeep,Grand Cherokee,1995,N
210,39,620020,OH,1000,984.45,0,474998,MALE,armed-forces,unmarried,0,0,Vehicle Theft,?,Minor Damage,None,NC,Riverwood,4615 Embaracadero Ave,4,1,1,2,?,7800,780,780,6240,Dodge,RAM,1997,N
108,32,439828,OH,2000,1257,4000000,616341,FEMALE,machine-op-inspct,unmarried,63900,-43700,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,1929 Britain Drive,23,1,1,3,NO,61270,5570,11140,44560,Suburu,Legacy,1999,N
328,49,971295,OH,500,1434.51,0,460535,FEMALE,transport-moving,wife,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,5051 Elm St,19,1,0,2,YES,71440,8930,8930,53580,Mercedes,ML350,2005,N
186,37,165565,OH,2000,1628,0,606487,FEMALE,priv-house-serv,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,9910 Maple Ave,22,1,1,2,YES,55600,11120,5560,38920,Jeep,Grand Cherokee,2009,N
277,44,936543,IN,500,1412.31,0,620737,MALE,priv-house-serv,unmarried,0,0,Vehicle Theft,?,Trivial Damage,Police,NC,Riverwood,5602 Britain St,6,1,1,3,NO,5000,1000,500,3500,Jeep,Wrangler,2005,N
138,33,296960,IL,500,1362.87,5000000,445904,FEMALE,exec-managerial,own-child,56900,-56900,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Springfield,6889 Cherokee St,6,1,2,0,?,95810,14740,14740,66330,BMW,X5,2007,N
208,41,501692,IN,1000,1134.68,0,464145,FEMALE,tech-support,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,3926 Rock Lane,18,1,2,2,?,69300,6930,13860,48510,Volkswagen,Jetta,1996,N
147,37,525224,IN,1000,1306.78,0,466818,MALE,prof-specialty,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbend,6717 Best Drive,22,1,1,0,NO,81120,13520,20280,47320,Toyota,Camry,1995,N
8,21,355085,IN,500,1021.9,0,464237,MALE,handlers-cleaners,husband,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,6117 4th Ave,21,1,0,0,?,91260,14040,14040,63180,Toyota,Corolla,2012,N
297,48,830729,IN,1000,1538.6,0,618455,FEMALE,other-service,wife,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbend,2668 Cherokee St,12,1,0,0,?,60600,6060,12120,42420,Ford,Fusion,2004,N
150,31,651948,IN,1000,1354.5,0,456602,MALE,machine-op-inspct,husband,52800,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Arlington,6838 Flute Lane,6,3,0,3,YES,64800,6480,12960,45360,Suburu,Forrestor,2000,Y
4,34,424358,OH,500,1282.93,0,616126,FEMALE,exec-managerial,other-relative,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbrook,6583 MLK Ridge,0,4,0,0,?,66880,6080,12160,48640,Chevrolet,Silverado,1996,Y
210,35,131478,IL,1000,1346.27,0,468508,MALE,farming-fishing,not-in-family,44900,-91400,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,6492 4th Lane,11,1,0,2,?,58200,5820,5820,46560,BMW,X5,2013,N
91,31,268833,IN,1000,1338.4,4000000,431937,FEMALE,priv-house-serv,own-child,63600,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Hillsdale,7299 Apache St,19,1,1,0,NO,60570,6730,6730,47110,Nissan,Maxima,2011,N
167,36,287489,IL,1000,949.44,0,448603,FEMALE,exec-managerial,other-relative,0,-38400,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Springfield,2756 Britain Hwy,22,3,0,0,NO,69680,8710,8710,52260,Mercedes,ML350,2008,Y
467,58,808153,IN,2000,977.4,0,444500,MALE,transport-moving,own-child,82200,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,9360 3rd Drive,2,1,2,3,NO,55700,5570,11140,38990,Nissan,Maxima,2014,N
264,47,687639,IN,2000,1181.46,10000000,601117,FEMALE,transport-moving,other-relative,0,-67400,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Arlington,1655 Francis Hwy,16,4,1,2,YES,62370,5670,5670,51030,Dodge,Neon,2001,N
270,45,497347,OH,500,1187.53,0,615383,FEMALE,priv-house-serv,not-in-family,83200,-53300,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Columbus,9720 Lincoln Hwy,23,3,0,0,YES,54340,9880,0,44460,Saab,92x,2005,N
310,48,439660,OH,1000,845.16,0,434342,FEMALE,priv-house-serv,other-relative,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbend,7066 Texas Ave,21,1,1,0,NO,55170,6130,6130,42910,Audi,A5,2005,Y
143,34,847123,IL,500,1442.27,0,435100,MALE,priv-house-serv,wife,67900,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Columbus,9728 Britain Hwy,10,1,2,3,YES,58500,11700,5850,40950,Dodge,RAM,1999,N
146,32,172307,OH,2000,1276.43,0,431278,MALE,priv-house-serv,own-child,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,4486 Cherokee Ridge,12,1,0,3,?,59940,6660,6660,46620,Honda,CRV,1995,N
102,28,810189,OH,500,1075.41,0,445648,MALE,machine-op-inspct,wife,55200,0,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbend,8021 Flute Ave,6,1,1,0,NO,73400,7340,7340,58720,Dodge,Neon,1996,N
61,23,432068,IL,500,1111.72,0,448857,MALE,exec-managerial,other-relative,54600,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,PA,Riverwood,2774 Apache Drive,6,1,1,2,?,41850,4650,4650,32550,Suburu,Legacy,1997,N
255,44,903203,OH,2000,814.96,6000000,435267,FEMALE,priv-house-serv,not-in-family,68500,0,Parked Car,?,Trivial Damage,Police,NC,Hillsdale,2787 MLK St,7,1,2,2,NO,6400,640,1280,4480,Mercedes,ML350,2005,Y
211,40,253085,IL,1000,1575.86,0,461275,FEMALE,other-service,own-child,0,0,Vehicle Theft,?,Trivial Damage,Police,WV,Northbrook,9847 Elm St,3,1,1,1,NO,3190,580,290,2320,Audi,A5,2004,N
61,29,180720,IN,1000,1115.27,0,613816,MALE,handlers-cleaners,unmarried,0,-66000,Parked Car,?,Trivial Damage,None,VA,Hillsdale,4629 Elm Ridge,10,1,2,1,YES,5900,590,590,4720,Nissan,Pathfinder,2010,N
108,31,492224,IN,2000,1175.7,0,608767,MALE,protective-serv,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,5585 Washington Drive,14,1,0,2,NO,57330,6370,6370,44590,Dodge,Neon,2006,N
303,50,411477,OH,500,793.15,0,620869,MALE,tech-support,own-child,54600,-45500,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Hillsdale,3925 Sky St,17,3,0,3,NO,81960,13660,13660,54640,Dodge,Neon,2008,N
152,33,107181,IN,500,942.51,0,478981,FEMALE,transport-moving,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,3903 Oak Ave,16,1,0,0,?,70400,6400,19200,44800,Suburu,Legacy,2001,Y
120,34,312940,IN,1000,1056.71,0,464630,FEMALE,protective-serv,not-in-family,77900,0,Parked Car,?,Minor Damage,None,VA,Columbus,3805 Lincoln Hwy,3,1,2,1,?,3770,580,580,2610,Jeep,Grand Cherokee,2002,N
144,36,855186,IN,2000,1255.68,6000000,466303,FEMALE,sales,other-relative,23600,-15600,Parked Car,?,Minor Damage,None,NC,Arlington,4055 2nd Drive,7,1,0,0,?,7400,740,1480,5180,Dodge,Neon,2014,N
414,52,373935,IN,500,1335.13,0,452647,FEMALE,farming-fishing,unmarried,44000,-71000,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbend,3707 Oak Ridge,13,1,1,1,?,54810,6090,6090,42630,Chevrolet,Silverado,1999,Y
163,37,812989,IN,500,1178.95,6000000,441370,FEMALE,priv-house-serv,own-child,0,-67300,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Springfield,7327 Lincoln Drive,20,1,2,3,YES,49400,4940,9880,34580,Jeep,Wrangler,2005,N
352,53,993840,IL,500,1793.16,0,619166,MALE,tech-support,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,Riverwood,9369 Flute Hwy,23,1,2,2,NO,68750,12500,6250,50000,Chevrolet,Malibu,2009,N
27,32,327856,OH,500,1008.38,0,472803,FEMALE,adm-clerical,other-relative,37900,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Arlington,4239 Weaver Ave,11,1,1,0,?,61500,12300,6150,43050,Dodge,Neon,2013,N
239,39,506333,IL,500,1396.83,0,442308,FEMALE,other-service,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Northbend,6044 Weaver Drive,0,4,0,3,NO,76890,6990,13980,55920,BMW,X6,2007,N
33,32,263159,OH,500,1402.78,5000000,469383,FEMALE,other-service,husband,70300,-50300,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbrook,8879 1st Drive,2,1,0,1,?,56070,6230,12460,37380,Toyota,Camry,2012,N
88,30,372912,IN,1000,1437.88,0,614383,FEMALE,transport-moving,husband,42800,-51200,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,9488 Best Drive,3,1,2,0,YES,56000,14000,0,42000,Chevrolet,Malibu,2003,N
101,33,552788,IL,1000,1313.64,0,438617,FEMALE,priv-house-serv,unmarried,12100,0,Parked Car,?,Trivial Damage,None,NY,Hillsdale,7500 Texas Ridge,3,1,1,0,NO,4290,780,390,3120,Audi,A3,1997,N
20,37,722747,IL,500,1482.14,0,613936,FEMALE,transport-moving,husband,33000,-43600,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Arlington,2048 3rd Ridge,15,3,2,1,NO,60750,6750,6750,47250,Suburu,Forrestor,2003,N
126,30,248467,IL,2000,1171.75,0,472163,FEMALE,machine-op-inspct,not-in-family,46500,-42700,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbend,3419 Apache St,23,1,2,3,NO,48730,4430,4430,39870,Chevrolet,Malibu,2011,N
264,43,955953,IL,2000,1353.33,0,447458,MALE,adm-clerical,not-in-family,0,-8500,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,Springfield,9875 MLK Ave,9,3,2,0,NO,95150,17300,17300,60550,Ford,Escape,2007,N
78,24,910622,IN,500,1175.51,0,474792,MALE,craft-repair,husband,0,0,Vehicle Theft,?,Minor Damage,Police,NY,Columbus,3553 Texas Ave,20,1,0,1,YES,7480,680,680,6120,Dodge,Neon,2003,N
123,28,137675,IL,2000,1836.02,0,470559,MALE,transport-moving,own-child,38000,-41200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Riverwood,4335 1st St,5,1,2,1,YES,79800,13300,6650,59850,Volkswagen,Passat,2011,Y
347,51,343421,OH,500,1480.79,9000000,432399,FEMALE,priv-house-serv,unmarried,0,-12100,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,Hillsdale,9070 Tree Ave,15,1,0,2,?,103560,8630,17260,77670,Jeep,Wrangler,1997,N
163,38,413192,IN,2000,1453.92,0,607605,FEMALE,other-service,other-relative,51700,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Hillsdale,3900 Texas St,13,1,2,3,?,79500,15900,7950,55650,Accura,MDX,1995,N
271,44,247801,OH,500,1340.71,0,600153,FEMALE,tech-support,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Riverwood,9657 5th Ave,16,1,2,2,NO,76230,6930,13860,55440,Volkswagen,Passat,1997,Y
410,54,171147,IL,2000,714.03,0,465979,MALE,protective-serv,own-child,0,-17000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,5765 Washington St,0,1,0,2,NO,59520,9920,9920,39680,Honda,Accord,2001,N
448,57,431283,IL,2000,1376.16,0,466555,FEMALE,tech-support,own-child,38600,-50300,Multi-vehicle Collision,Front Collision,Major Damage,Police,SC,Arlington,5997 Embaracadero Drive,10,3,2,1,?,47760,5970,5970,35820,Suburu,Impreza,2013,Y
218,41,461962,IL,500,914.22,0,444155,MALE,prof-specialty,wife,37900,-72900,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Springfield,1738 Solo Lane,14,3,2,0,NO,84590,15380,7690,61520,Saab,93,2013,N
43,38,149467,OH,1000,1601.47,0,465764,MALE,handlers-cleaners,other-relative,64400,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,SC,Columbus,2903 Weaver Drive,1,3,2,2,?,61650,6850,6850,47950,Nissan,Ultima,2006,N
33,33,758740,IL,1000,1096.79,6000000,446898,FEMALE,handlers-cleaners,unmarried,45500,-60600,Single Vehicle Collision,Rear Collision,Major Damage,Police,VA,Springfield,8926 Texas Ridge,16,1,2,1,?,81400,8140,8140,65120,BMW,M5,1998,N
126,34,628337,IN,2000,1078.22,0,453274,FEMALE,transport-moving,wife,54500,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Northbend,4231 3rd Ave,2,3,0,1,YES,58410,10620,5310,42480,Chevrolet,Tahoe,2007,N
411,56,574637,IL,1000,1595.28,0,479320,FEMALE,protective-serv,other-relative,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,8049 4th St,23,3,0,0,?,38610,3510,3510,31590,Volkswagen,Passat,2007,N
225,37,373600,OH,1000,1217.84,5000000,443462,FEMALE,farming-fishing,not-in-family,49600,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,6501 5th Drive,19,3,2,2,NO,57600,9600,9600,38400,Volkswagen,Passat,2015,N
35,35,930032,IL,2000,1117.42,0,446158,FEMALE,protective-serv,not-in-family,0,-51900,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NC,Hillsdale,7909 Andromedia Hwy,23,3,2,2,NO,53190,5910,11820,35460,Volkswagen,Jetta,1996,N
460,57,396590,OH,2000,1567.37,0,602514,FEMALE,craft-repair,husband,62500,0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Riverwood,5865 Sky Lane,10,1,2,3,NO,58300,5830,11660,40810,Nissan,Maxima,2014,Y
195,38,238412,IL,2000,1294.93,6000000,477356,MALE,tech-support,unmarried,38000,-50300,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,WV,Springfield,1957 Washington Ave,12,3,1,2,NO,64620,7180,0,57440,Dodge,Neon,2003,N
360,51,484321,IL,1000,1152.12,0,434669,MALE,armed-forces,not-in-family,0,-62400,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,7649 Texas St,15,3,2,0,YES,90480,15080,15080,60320,BMW,X6,2000,N
300,49,795847,IL,1000,1441.21,0,609322,FEMALE,farming-fishing,wife,0,0,Vehicle Theft,?,Trivial Damage,None,SC,Columbus,1992 Britain Drive,3,1,1,0,NO,7080,1180,1180,4720,Nissan,Maxima,2001,N
245,42,218456,IL,1000,1575.74,7000000,614265,MALE,exec-managerial,other-relative,0,-68900,Parked Car,?,Minor Damage,Police,PA,Springfield,9685 Sky Ridge,19,1,2,2,?,6490,590,1180,4720,Toyota,Camry,2011,Y
146,36,792673,OH,2000,1233.96,0,606177,FEMALE,other-service,other-relative,34500,-60600,Multi-vehicle Collision,Side Collision,Total Loss,Police,NC,Hillsdale,3457 Texas Lane,16,3,1,1,NO,55900,5590,5590,44720,Nissan,Ultima,2015,N
67,29,662256,IL,1000,1861.43,0,461514,MALE,adm-clerical,husband,60400,-67800,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,7693 Cherokee Lane,16,1,0,3,YES,63800,6380,6380,51040,Saab,92x,1998,Y
380,56,971338,OH,1000,1570.86,0,454685,MALE,farming-fishing,other-relative,66000,0,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Northbend,3167 4th Ridge,10,1,0,1,YES,58160,7270,7270,43620,Saab,95,1996,Y
389,53,714738,IL,2000,791.47,0,477260,MALE,armed-forces,unmarried,0,0,Vehicle Theft,?,Minor Damage,Police,NC,Riverwood,1617 Rock Drive,6,1,1,2,NO,6300,630,1260,4410,Mercedes,C300,2001,Y
317,46,753844,IN,1000,1012.78,0,469126,MALE,sales,other-relative,43700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,Arlington,7877 3rd Ridge,18,1,2,1,NO,104610,19020,19020,66570,Mercedes,ML350,1999,Y
264,44,976645,IL,500,1047.06,6000000,443402,MALE,exec-managerial,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Springfield,9325 Lincoln Drive,20,3,0,2,NO,69850,12700,6350,50800,Ford,Fusion,1999,N
20,21,918037,OH,1000,1390.29,0,479408,FEMALE,priv-house-serv,other-relative,0,-41200,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,PA,Northbrook,5855 Apache St,14,1,0,0,?,62900,12580,6290,44030,Accura,MDX,2006,N
116,30,996253,IN,500,951.46,0,467227,MALE,handlers-cleaners,not-in-family,0,-35500,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Riverwood,1328 Texas Lane,8,3,0,3,?,59670,6630,6630,46410,Volkswagen,Passat,2004,Y
222,40,373731,IL,1000,1226.78,0,468433,MALE,armed-forces,unmarried,49600,-49200,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,4567 Pine Ave,17,2,2,0,?,81500,16300,8150,57050,BMW,3 Series,2013,N
439,56,836272,OH,500,1280.9,0,604289,MALE,armed-forces,own-child,48900,-40900,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Springfield,7575 Pine St,9,1,2,0,?,50000,15000,5000,30000,Jeep,Wrangler,2009,N
66,28,167231,IN,2000,1472.77,0,471366,MALE,adm-clerical,husband,0,-31700,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,2850 Washington St,0,1,2,1,?,48290,8780,8780,30730,Nissan,Maxima,1995,N
128,29,743330,OH,1000,1878.44,0,450746,MALE,other-service,husband,0,-76000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,9169 Cherokee Hwy,2,1,0,0,?,59070,5370,5370,48330,Chevrolet,Malibu,2003,N
69,24,807369,IN,500,1418.5,0,614948,FEMALE,armed-forces,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Springfield,6443 Washington Ridge,23,3,0,0,NO,63300,12660,6330,44310,Dodge,RAM,2012,N
294,46,735307,IL,500,1532.8,0,473935,MALE,prof-specialty,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Northbend,6751 5th Hwy,8,1,0,3,YES,65780,11960,11960,41860,Mercedes,ML350,2013,N
19,29,789208,OH,500,1304.35,0,617267,MALE,transport-moving,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Columbus,2289 Weaver Ridge,6,3,0,2,?,75400,11600,11600,52200,Dodge,Neon,2005,Y
191,33,585324,OH,2000,1551.61,0,470670,MALE,armed-forces,unmarried,45000,-30400,Vehicle Theft,?,Minor Damage,None,WV,Arlington,8306 1st Drive,3,1,1,1,NO,2250,250,250,1750,Toyota,Corolla,2005,N
4,39,498759,IL,1000,1326.98,6000000,450368,FEMALE,machine-op-inspct,unmarried,64200,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,2603 Andromedia Hwy,14,3,1,3,?,54120,4510,9020,40590,Jeep,Grand Cherokee,2007,N
298,49,795004,OH,500,862.92,0,448809,MALE,machine-op-inspct,wife,0,-71700,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Northbrook,6479 Francis Ave,16,3,0,2,NO,69480,11580,11580,46320,Saab,95,2007,N
231,43,203250,IN,2000,1331.69,0,469653,FEMALE,adm-clerical,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,6428 Andromedia Lane,12,1,1,2,NO,66950,10300,10300,46350,Chevrolet,Malibu,2015,N
338,47,430794,OH,2000,1486.04,0,615688,FEMALE,armed-forces,own-child,0,-56200,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Northbrook,9081 Cherokee Hwy,1,3,2,3,?,64100,12820,6410,44870,Dodge,RAM,2014,Y
261,46,156636,IN,1000,870.55,0,465631,MALE,prof-specialty,unmarried,0,-49400,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Springfield,1532 Washington St,19,1,0,3,?,80280,13380,13380,53520,Chevrolet,Tahoe,2013,N
321,44,284143,IL,2000,1344.56,6000000,443344,MALE,machine-op-inspct,husband,0,-39100,Vehicle Theft,?,Trivial Damage,Police,NY,Northbend,4625 MLK Drive,7,1,1,2,NO,4680,520,0,4160,Accura,MDX,1999,N
0,32,740518,OH,1000,1377.04,0,441363,MALE,tech-support,wife,61400,-41100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1529 Elm Ridge,6,4,1,1,NO,39720,6620,6620,26480,Accura,MDX,2002,N
405,58,445289,IL,500,1237.88,0,462683,MALE,exec-managerial,not-in-family,0,-46900,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Arlington,2086 Francis Drive,11,1,0,0,?,63580,5780,5780,52020,Mercedes,ML350,1997,Y
304,49,599262,IN,1000,1525.86,0,463184,FEMALE,craft-repair,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Northbend,9066 Best Ridge,2,1,1,1,YES,73370,13340,6670,53360,Saab,95,2013,N
1,29,357949,OH,500,854.58,0,612826,FEMALE,craft-repair,other-relative,52200,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,7178 Best Drive,15,1,2,3,YES,86790,7890,23670,55230,Honda,CRV,2003,N
26,39,493161,IN,1000,770.76,0,433155,MALE,tech-support,husband,0,-53700,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Columbus,9821 Francis Ave,0,1,0,2,?,49800,9960,4980,34860,Mercedes,ML350,2015,N
202,38,320251,IL,2000,1132.74,0,616120,FEMALE,armed-forces,husband,0,-37500,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,7061 Cherokee Drive,12,1,1,1,NO,77440,7040,14080,56320,Nissan,Ultima,2005,N
289,48,231127,IL,500,1173.37,8000000,461744,FEMALE,handlers-cleaners,own-child,0,-42700,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,1325 1st Lane,1,1,1,0,?,42900,8580,0,34320,Accura,TL,1999,N
61,26,766193,OH,2000,1188.28,6000000,475916,FEMALE,farming-fishing,wife,0,-53800,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,3769 Sky St,16,2,1,0,NO,53820,11960,5980,35880,Ford,F150,2015,Y
334,46,555374,IL,1000,876.88,6000000,454434,MALE,sales,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,8489 Pine Hwy,2,1,2,1,NO,57330,12740,6370,38220,Jeep,Grand Cherokee,1998,N
12,24,491484,IL,1000,1143.95,0,464353,FEMALE,tech-support,other-relative,51400,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Riverwood,6329 Apache Ave,13,3,2,1,?,53370,5930,5930,41510,Nissan,Ultima,2011,N
86,29,925128,IL,2000,1409.06,0,610302,MALE,prof-specialty,husband,74200,-68100,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,9293 Pine Lane,0,1,2,2,YES,62920,9680,14520,38720,Accura,MDX,2005,N
83,24,265093,IN,1000,1070.63,0,462106,FEMALE,machine-op-inspct,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,9224 Sky Drive,0,3,0,1,NO,61600,6160,12320,43120,Honda,CRV,2003,N
126,30,267808,IL,2000,916.13,0,431389,MALE,sales,unmarried,55300,-58400,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,8862 Maple Ridge,16,3,2,0,NO,74160,6180,12360,55620,Mercedes,E400,2002,N
209,38,116735,OH,500,1191.5,0,442866,MALE,priv-house-serv,husband,38600,-52900,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,3492 Flute Lane,8,1,2,0,?,80100,8900,8900,62300,Audi,A3,2015,N
283,48,963680,OH,1000,1474.66,0,446755,FEMALE,sales,husband,0,-46200,Parked Car,?,Trivial Damage,Police,NY,Hillsdale,6484 Tree Drive,9,1,2,3,NO,6560,820,820,4920,Volkswagen,Jetta,2003,N
194,34,445694,IL,1000,1193.45,0,464743,MALE,other-service,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,4554 Sky Ave,11,1,2,1,YES,58800,11760,5880,41160,Nissan,Pathfinder,1997,N
184,38,215534,IL,1000,1437.53,0,437889,FEMALE,transport-moving,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,Northbrook,5201 Texas Hwy,6,3,0,2,NO,53730,11940,5970,35820,Dodge,RAM,2013,Y
479,60,232854,IL,2000,1304.83,0,473638,FEMALE,other-service,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Arlington,3982 Weaver Lane,18,1,0,0,NO,60600,5050,10100,45450,Honda,Civic,2001,N
